DBID	locus	strain	gene_name	gene_name2	proteins_molecular_weight	protein_length
S000005289	YNR006W	S. cerevisiae	VPS27	Vacuolar Protein Sorting	70951.2	622
S000005290	YNR007C	S. cerevisiae	ATG3	AuTophaGy related	35860.2	310
S000005291	YNR008W	S. cerevisiae	LRO1	Lecithin cholesterol acyl transferase Related Open reading frame	75385	661
S000005292	YNR009W	S. cerevisiae	NRM1	Negative Regulator of MBF targets	27585.8	249
S000005293	YNR010W	S. cerevisiae	CSE2	Chromosome SEgregation	17373.6	149
S000005294	YNR011C	S. cerevisiae	PRP2	Pre-mRNA Processing	99822.8	876
S000005295	YNR012W	S. cerevisiae	URK1	URidine Kinase	56297.7	501
S000005296	YNR013C	S. cerevisiae	PHO91	PHOsphate metabolism	99494.3	894
S000005297	YNR014W	S. cerevisiae			23081	212
S000005298	YNR015W	S. cerevisiae	SMM1	Suppressor of Mitochondrial Mutation	42827	384
S000005299	YNR016C	S. cerevisiae	ACC1	Acetyl-CoA Carboxylase	250318.7	2233
S000005300	YNR017W	S. cerevisiae	TIM23	Translocase of the Inner Mitochondrial membrane	23243.8	222
S000005301	YNR018W	S. cerevisiae	RCF2	Respiratory superComplex Factor	25352.5	224
S000005302	YNR019W	S. cerevisiae	ARE2	Acyl-coenzyme A: cholesterol acyl transferase-Related Enzyme	74024.5	642
S000005303	YNR020C	S. cerevisiae	ATP23		32236.2	270
S000005304	YNR021W	S. cerevisiae			47106.6	404
S000005305	YNR022C	S. cerevisiae	MRPL50	"Mitochondrial Ribosomal Protein, Large subunit"	16286	139
S000005306	YNR023W	S. cerevisiae	SNF12	Sucrose NonFermenting	63856.5	566
S000005307	YNR024W	S. cerevisiae	MPP6	M-Phase Phosphoprotein 6 homolog	21149.8	186
S000005308	YNR025C	S. cerevisiae			13727.3	119
S000005309	YNR026C	S. cerevisiae	SEC12	SECretory	51604	471
S000005310	YNR027W	S. cerevisiae	BUD17	BUD site selection	35365.1	317
S000005311	YNR028W	S. cerevisiae	CPR8	Cyclosporin-sensitive Proline Rotamase	34944.3	308
S000005312	YNR029C	S. cerevisiae			48103.2	429
S000005313	YNR030W	S. cerevisiae	ALG12	Asparagine-Linked Glycosylation	62670.7	551
S000005314	YNR031C	S. cerevisiae	SSK2	Suppressor of Sensor Kinase	180501.4	1579
S000005315	YNR032W	S. cerevisiae	PPG1	Protein Phosphatase involved in Glycogen accumulation	42412.2	368
S000005316	YNR033W	S. cerevisiae	ABZ1	para-AminoBenZoic acid (PABA) biosynthesis	88526.9	787
S000005317	YNR034W	S. cerevisiae	SOL1	Suppressor Of Los1-1	35652.9	321
S000005318	YNR035C	S. cerevisiae	ARC35	ARp2/3 Complex subunit	39563.6	342
S000005319	YNR036C	S. cerevisiae	MRPS12	"Mitochondrial Ribosomal Protein, Small subunit"	16940.2	153
S000005320	YNR037C	S. cerevisiae	RSM19	Ribosomal Small subunit of Mitochondria	10284.2	91
S000005321	YNR038W	S. cerevisiae	DBP6	Dead Box Protein	70354.4	629
S000005322	YNR039C	S. cerevisiae	ZRG17	Zinc Regulated Gene	67459.4	605
S000005323	YNR040W	S. cerevisiae	MRX15	Mitochondrial oRganization of gene eXpression (MIOREX)	28657.6	256
S000005324	YNR041C	S. cerevisiae	COQ2	COenzyme Q	41026.1	372
S000005325	YNR042W	S. cerevisiae			15307.5	142
S000005326	YNR043W	S. cerevisiae	MVD1	MeValonate pyrophosphate Decarboxylase	44108.3	396
S000005327	YNR044W	S. cerevisiae	AGA1	a-AGglutinin	73335.9	725
S000005328	YNR045W	S. cerevisiae	PET494	PETite colonies	57499.4	489
S000005329	YNR046W	S. cerevisiae	TRM112	TRna Methyltransferase	15058.4	135
S000005330	YNR047W	S. cerevisiae	FPK1	FliPase Kinase 1	100549.8	893
S000005331	YNR048W	S. cerevisiae			44544.5	393
S000005332	YNR049C	S. cerevisiae	MSO1	Multicopy suppressor of Sec One	23363.2	210
S000005333	YNR050C	S. cerevisiae	LYS9	LYSine requiring	48906.1	446
S000005334	YNR051C	S. cerevisiae	BRE5	BREfeldin A sensitivity	57686.7	515
S000005335	YNR052C	S. cerevisiae	POP2	PGK promoter directed OverProduction	49676.6	433
S000005336	YNR053C	S. cerevisiae	NOG2	NucleOlar G-protein	55510.4	486
S000005337	YNR054C	S. cerevisiae	ESF2	Eighteen S rRNA Factor 2	36409.2	316
S000005338	YNR055C	S. cerevisiae	HOL1	HistidinOl	65341.6	586
S000005339	YNR056C	S. cerevisiae	BIO5	BIOtin	62428.6	561
S000005340	YNR057C	S. cerevisiae	BIO4	BIOtin	26245	237
S000005341	YNR058W	S. cerevisiae	BIO3	BIOtin	53699.2	480
S000005342	YNR059W	S. cerevisiae	MNT4	MaNnosylTransferase	68089.6	580
S000005343	YNR060W	S. cerevisiae	FRE4	Ferric REductase	82039.2	719
S000005344	YNR061C	S. cerevisiae			24308.1	219
S000005345	YNR062C	S. cerevisiae	PUL3	PULcherrimin	35671	327
S000005346	YNR063W	S. cerevisiae	PUL4	PULcherrimin	69658.8	607
S000005347	YNR064C	S. cerevisiae			32745.4	290
S000005348	YNR065C	S. cerevisiae			125149.6	1116
S000005349	YNR066C	S. cerevisiae			49630.9	436
S000005350	YNR067C	S. cerevisiae	DSE4	Daughter Specific Expression	121005.9	1117
S000005351	YNR068C	S. cerevisiae			31229.4	272
S000005352	YNR069C	S. cerevisiae	BSC5	Bypass of Stop Codon	54819.9	489
S000005353	YNR070W	S. cerevisiae	PDR18	Pleiotropic Drug Resistance	149757.5	1333
S000005354	YNR071C	S. cerevisiae			37849.1	342
S000005355	YNR072W	S. cerevisiae	HXT17	HeXose Transporter	62827.8	564
S000005356	YNR073C	S. cerevisiae	MAN2	MANnitol dehydrogenase	56460.7	502
S000005357	YNR074C	S. cerevisiae	AIF1	Apoptosis-Inducing Factor	41335.5	378
S000005358	YNR075W	S. cerevisiae	COS10	COnserved Sequence	43867.9	374
S000005359	YNR076W	S. cerevisiae	PAU6	seriPAUperin family	12902.9	120
S000005360	YNR077C	S. cerevisiae			9744.3	84
S000005361	YOL001W	S. cerevisiae	PHO80	PHOsphate metabolism	33235.2	293
S000005362	YOL002C	S. cerevisiae	IZH2	Implicated in Zinc Homeostasis	36288.1	317
S000005363	YOL003C	S. cerevisiae	PFA4	Protein Fatty Acyltransferase	44493.7	378
S000005364	YOL004W	S. cerevisiae	SIN3	Switch INdependent	174786.6	1536
S000005365	YOL005C	S. cerevisiae	RPB11	RNA Polymerase B	13612.6	120
S000005366	YOL006C	S. cerevisiae	TOP1	TOPoisomerase	90008.4	769
S000005367	YOL007C	S. cerevisiae	CSI2	Chitin Synthesis Involved	37256.6	341
S000005368	YOL008W	S. cerevisiae	COQ10	COenzyme Q	23780.3	207
S000005369	YOL009C	S. cerevisiae	MDM12	Mitochondrial Distribution and Morphology	30701.7	271
S000005370	YOL010W	S. cerevisiae	RCL1	Rna 3'-terminal phosphate Cyclase Like	40177.1	367
S000005371	YOL011W	S. cerevisiae	PLB3	PhosphoLipase B	75056.6	686
S000005372	YOL012C	S. cerevisiae	HTZ1	Histone Two A Z1	14300	134
S000005373	YOL013C	S. cerevisiae	HRD1	HMG-coA Reductase Degradation	63520.4	551
S000005374	YOL014W	S. cerevisiae			13916	124
S000005375	YOL015W	S. cerevisiae	IRC10	Increased Recombination Centers	67723.4	586
S000005376	YOL016C	S. cerevisiae	CMK2	CalModulin dependent protein Kinase	50438.9	447
S000005377	YOL017W	S. cerevisiae	ESC8	Establishes Silent Chromatin	82185.9	714
S000005378	YOL018C	S. cerevisiae	TLG2	T-snare affecting a Late Golgi compartment	45857.9	397
S000005379	YOL019W	S. cerevisiae	TOS7	Target Of Sbf	60896.7	551
S000005380	YOL020W	S. cerevisiae	TAT2	Tryptophan Amino acid Transporter	65412	592
S000005381	YOL021C	S. cerevisiae	DIS3	homolog of S. pombe dis3 (chromosome DISjunction)	113699	1001
S000005382	YOL022C	S. cerevisiae	TSR4	Twenty S rRNA accumulation	45973.1	408
S000005383	YOL023W	S. cerevisiae	IFM1	Initiation Factor of Mitochondria	75668.6	676
S000005384	YOL024W	S. cerevisiae			20111.4	172
S000005385	YOL025W	S. cerevisiae	LAG2	Longevity Assurance Gene	75591.5	660
S000005386	YOL026C	S. cerevisiae	MIM1	Mitochondrial IMport	12753.6	113
S000005387	YOL027C	S. cerevisiae	MDM38	Mitochondrial Distribution and Morphology	65006.9	573
S000005388	YOL028C	S. cerevisiae	YAP7	Yeast AP-1	27400.3	245
S000005389	YOL029C	S. cerevisiae			22433.8	201
S000005390	YOL030W	S. cerevisiae	GAS5	Glycophospholipid-Anchored Surface protein	51847.1	484
S000005391	YOL031C	S. cerevisiae	SIL1	Suppressor of the Ire1/Lhs1 double mutant	48261.1	421
S000005392	YOL032W	S. cerevisiae	OPI10	OverProducer of Inositol	27160.9	246
S000005393	YOL033W	S. cerevisiae	MSE1	"Mitochondrial aminoacyl-tRNA Synthetase, Glutamate (E)"	61621.1	536
S000005394	YOL034W	S. cerevisiae	SMC5	Structural Maintenance of Chromosomes	126044.7	1093
S000005395	YOL035C	S. cerevisiae			11676.8	100
S000005396	YOL036W	S. cerevisiae			84366.2	761
S000005397	YOL037C	S. cerevisiae			13249.4	117
S000005398	YOL038W	S. cerevisiae	PRE6	PRoteinase yscE	28439.4	254
S000005399	YOL039W	S. cerevisiae	RPP2A	Ribosomal Protein P2 Alpha	10728.7	106
S000005400	YOL040C	S. cerevisiae	RPS15	Ribosomal Protein of the Small subunit	16017.2	142
S000005401	YOL041C	S. cerevisiae	NOP12	NucleOlar Protein	51963.7	459
S000005402	YOL042W	S. cerevisiae	NGL1		42401.3	363
S000005403	YOL043C	S. cerevisiae	NTG2	eNdonuclease Three-like Glycosylase	43852.6	380
S000005404	YOL044W	S. cerevisiae	PEX15	PEroXisome related	43681.7	383
S000005405	YOL045W	S. cerevisiae	PSK2	Pas domain-containing Serine/threonine protein Kinase	124340.5	1101
S000005406	YOL046C	S. cerevisiae			24093.3	224
S000005407	YOL047C	S. cerevisiae	LDS2	Lipid Droplets in Sporulation	40882.1	356
S000005408	YOL048C	S. cerevisiae	RRT8	Regulator of rDNA Transcription	39620.3	342
S000005409	YOL049W	S. cerevisiae	GSH2	Glutathione	55808.6	491
S000005410	YOL050C	S. cerevisiae			11268.6	106
S000005411	YOL051W	S. cerevisiae	GAL11	GALactose metabolism	120350.9	1081
S000005412	YOL052C	S. cerevisiae	SPE2	SPErmidine auxotroph	46218.7	396
S000005413	YOL052C-A	S. cerevisiae	DDR2	DNA Damage Responsive	5955.9	61
S000005414	YOL053W	S. cerevisiae	AIM39	Altered Inheritance rate of Mitochondria	45868.4	395
S000005415	YOL054W	S. cerevisiae	PSH1	Pob3/Spt16 Histone associated	47001.5	406
S000005416	YOL055C	S. cerevisiae	THI20	THIamine metabolism	61259.8	551
S000005417	YOL056W	S. cerevisiae	GPM3	Glycerate PhosphoMutase	34858.8	303
S000005418	YOL057W	S. cerevisiae			80496	711
S000005419	YOL058W	S. cerevisiae	ARG1	ARGinine requiring	46922.1	420
S000005420	YOL059W	S. cerevisiae	GPD2	Glycerol-3-Phosphate Dehydrogenase	49418.2	440
S000005421	YOL060C	S. cerevisiae	MAM3		77701.6	706
S000005422	YOL061W	S. cerevisiae	PRS5	PhosphoRibosylpyrophosphate Synthetase	53504.4	496
S000005423	YOL062C	S. cerevisiae	APM4	clathrin Adaptor Protein complex Medium chain	55390.9	491
S000005424	YOL063C	S. cerevisiae	CRT10	Constitutive RNR Transcription regulators	109690.7	957
S000005425	YOL064C	S. cerevisiae	MET22	METhionine requiring	39141.6	357
S000005426	YOL065C	S. cerevisiae	INP54	INositol polyphosphate 5-Phosphatase	43800.4	384
S000005427	YOL066C	S. cerevisiae	RIB2	RIBoflavin biosynthesis	67027.6	591
S000005428	YOL067C	S. cerevisiae	RTG1	ReTroGrade regulation	19015.3	177
S000005429	YOL068C	S. cerevisiae	HST1	Homolog of SIR Two (SIR2)	57710.7	503
S000005430	YOL069W	S. cerevisiae	NUF2	NUclear Filament-containing protein	52939.4	451
S000005431	YOL070C	S. cerevisiae	NBA1	Nap1p and Bud neck Associated	55917	501
S000005432	YOL071W	S. cerevisiae	SDH5	Succinate DeHydrogenase	19045	162
S000005433	YOL072W	S. cerevisiae	THP1	Tho2/Hpr1 Phenotype	52685.7	455
S000005434	YOL073C	S. cerevisiae	DSC2	Defective for SREBP Cleavage	35763.5	322
S000005435	YOL075C	S. cerevisiae			145068.8	1294
S000005436	YOL076W	S. cerevisiae	MDM20	Mitochondrial Distribution and Morphology	92811.6	796
S000005437	YOL077C	S. cerevisiae	BRX1	Xenopus laevis Brix (Biogenesis of Ribosomes in Xenopus) homolog	33540.8	291
S000005438	YOL078W	S. cerevisiae	AVO1	Adheres VOraciously (to TOR2)	131367.3	1176
S000005439	YOL079W	S. cerevisiae			15097.3	132
S000005440	YOL080C	S. cerevisiae	REX4	Rna EXonuclease	32916.5	289
S000005441	YOL081W	S. cerevisiae	IRA2	Inhibitory Regulator of the RAS-cAMP pathway	351650.8	3079
S000005442	YOL082W	S. cerevisiae	ATG19	AuTophaGy related	47573.5	415
S000005443	YOL083W	S. cerevisiae	ATG34	AuTophaGy related	46645.4	412
S000005444	YOL084W	S. cerevisiae	PHM7	PHosphate Metabolism	112558.9	991
S000005445	YOL085C	S. cerevisiae			12789.8	113
S000005446	YOL086C	S. cerevisiae	ADH1	Alcohol DeHydrogenase	36845.5	348
S000005447	YOL087C	S. cerevisiae	DUF1	DUB-associated Factor 1	125370.5	1116
S000005448	YOL088C	S. cerevisiae	MPD2	Multicopy suppressor of PDI1 deletion	32398.4	277
S000005449	YOL089C	S. cerevisiae	HAL9	HALotolerance	117929.9	1030
S000005450	YOL090W	S. cerevisiae	MSH2	MutS Homolog	108863.1	964
S000005451	YOL091W	S. cerevisiae	SPO21	SPOrulation	69891.5	609
S000005452	YOL092W	S. cerevisiae	YPQ1	Yeast PQ-loop protein	34863.7	308
S000005453	YOL093W	S. cerevisiae	TRM10	Transfer RNA Methyltransferase	34531	293
S000005454	YOL094C	S. cerevisiae	RFC4	Replication Factor C	36156.5	323
S000005455	YOL095C	S. cerevisiae	HMI1	Helicase in MItochondria	80585.9	706
S000005456	YOL096C	S. cerevisiae	COQ3	COenzyme Q	36329.3	312
S000005457	YOL097C	S. cerevisiae	WRS1	W (tryptophan) RS (tRNA synthetase)	49347.7	432
S000005458	YOL098C	S. cerevisiae	SDD3	Suppressor of Degenerative Death	118345.1	1037
S000005459	YOL099C	S. cerevisiae			18353.6	163
S000005460	YOL100W	S. cerevisiae	PKH2	Pkb-activating Kinase Homolog	121717	1081
S000005461	YOL101C	S. cerevisiae	IZH4	Implicated in Zinc Homeostasis	36609.9	312
S000005462	YOL102C	S. cerevisiae	TPT1	tRNA 2'-PhosphoTransferase	26203.8	230
S000005463	YOL103W	S. cerevisiae	ITR2	myo-Inositol TRansporter	66715.8	609
S000005464	YOL104C	S. cerevisiae	NDJ1	NonDisJunction	40857.3	352
S000005465	YOL105C	S. cerevisiae	WSC3	cell Wall integrity and Stress response Component	58225.5	556
S000005466	YOL106W	S. cerevisiae			13436.7	117
S000005467	YOL107W	S. cerevisiae			39751.3	342
S000005468	YOL108C	S. cerevisiae	INO4	INOsitol requiring	17383.1	151
S000005469	YOL109W	S. cerevisiae	ZEO1	ZEOcin resistance	12587.1	113
S000005470	YOL110W	S. cerevisiae	SHR5	Suppressor of Hyperactive Ras	26529.9	237
S000005471	YOL111C	S. cerevisiae	MDY2	Mating-Deficient Yeast	23737.6	212
S000005472	YOL112W	S. cerevisiae	MSB4	Multicopy Suppression of a Budding defect	57083.3	492
S000005473	YOL113W	S. cerevisiae	SKM1	STE20/PAK homologous Kinase related to Morphogenesis	75343.1	655
S000005474	YOL114C	S. cerevisiae	PTH4	peptidyl tRNA hydrolase 4	23213.4	202
S000005475	YOL115W	S. cerevisiae	PAP2	Poly(A) Polymerase	66007.2	584
S000005476	YOL116W	S. cerevisiae	MSN1	Multicopy suppressor of SNF1 mutation	43057	382
S000005477	YOL117W	S. cerevisiae	RRI2		76360	645
S000005478	YOL118C	S. cerevisiae			12285.7	102
S000005479	YOL119C	S. cerevisiae	MCH4	MonoCarboxylate transporter Homolog	54720.5	501
S000005480	YOL120C	S. cerevisiae	RPL18A	Ribosomal Protein of the Large subunit	20593.7	186
S000005481	YOL121C	S. cerevisiae	RPS19A	Ribosomal Protein of the Small subunit	15923.4	144
S000005482	YOL122C	S. cerevisiae	SMF1	Suppressor of Mitochondria import Function	63259.4	575
S000005483	YOL123W	S. cerevisiae	HRP1	Heterogenous nuclear RibonucleoProtein	59641.6	534
S000005484	YOL124C	S. cerevisiae	TRM11	TRna Methyltransferase	50074.3	433
S000005485	YOL125W	S. cerevisiae	TRM13	TRna Methyltransferase	54103.8	476
S000005486	YOL126C	S. cerevisiae	MDH2	Malate DeHydrogenase	40728.2	377
S000005487	YOL127W	S. cerevisiae	RPL25	Ribosomal Protein of the Large subunit	15775.9	142
S000005488	YOL128C	S. cerevisiae	YGK3	Yeast homolog of Glycogen synthase Kinase	43206	375
S000005489	YOL129W	S. cerevisiae	VPS68	Vacuolar Protein Sorting	20098.4	184
S000005490	YOL130W	S. cerevisiae	ALR1	ALuminum Resistance	95860.4	859
S000005491	YOL131W	S. cerevisiae			12419.1	108
S000005492	YOL132W	S. cerevisiae	GAS4	Glycophospholipid-Anchored Surface protein	53784.8	471
S000005493	YOL133W	S. cerevisiae	HRT1	High level expression Reduces Ty3 transposition	13936	121
S000005494	YOL134C	S. cerevisiae			14390.9	129
S000005495	YOL135C	S. cerevisiae	MED7	MEDiator complex	25584.3	222
S000005496	YOL136C	S. cerevisiae	PFK27	6-PhosphoFructo-2-Kinase	45304.9	397
S000005497	YOL137W	S. cerevisiae	BSC6	Bypass of Stop Codon	55076.8	497
S000005498	YOL138C	S. cerevisiae	RTC1	Restriction of Telomere Capping	149337.6	1341
S000005499	YOL139C	S. cerevisiae	CDC33	Cell Division Cycle	24245.3	213
S000005500	YOL140W	S. cerevisiae	ARG8	ARGinine requiring	46681.9	423
S000005501	YOL141W	S. cerevisiae	PPM2	Protein Phosphatase Methyltransferase	78954.4	695
S000005502	YOL142W	S. cerevisiae	RRP40	Ribosomal RNA Processing	26553.6	240
S000005503	YOL143C	S. cerevisiae	RIB4	RIBoflavin biosynthesis	18552.7	169
S000005504	YOL144W	S. cerevisiae	NOP8	NucleOlar Protein	56955.2	484
S000005505	YOL145C	S. cerevisiae	CTR9	Cln Three (CLN3) Requiring	124694.4	1077
S000005506	YOL146W	S. cerevisiae	PSF3	Partner of Sld Five	21944.3	194
S000005507	YOL147C	S. cerevisiae	PEX11	PEroXin	26889.8	236
S000005508	YOL148C	S. cerevisiae	SPT20	SuPpressor of Ty	67816.7	604
S000005509	YOL149W	S. cerevisiae	DCP1	mRNA DeCaPping	26262.6	231
S000005510	YOL150C	S. cerevisiae			11792.1	103
S000005511	YOL151W	S. cerevisiae	GRE2	Genes de Respuesta a Estres (stress responsive genes)	38162.8	342
S000005512	YOL152W	S. cerevisiae	FRE7	Ferric REductase	70917	620
S000005514	YOL154W	S. cerevisiae	ZPS1	Zinc- and pH-regulated Surface protein	27556.2	249
S000005515	YOL155C	S. cerevisiae	HPF1	Haze Protective Factor	94661.3	967
S000005516	YOL156W	S. cerevisiae	HXT11	HeXose Transporter	62740.3	567
S000005517	YOL157C	S. cerevisiae	IMA2	IsoMAltase	68606	589
S000005518	YOL158C	S. cerevisiae	ENB1	ENteroBactin	66989.4	606
S000005519	YOL159C	S. cerevisiae	CSS3	Condition Specific Secretion	19560.7	171
S000005520	YOL160W	S. cerevisiae			13511.3	113
S000005521	YOL161C	S. cerevisiae	PAU20	seriPAUperin	12874.8	120
S000005522	YOL162W	S. cerevisiae			24494.1	215
S000005523	YOL163W	S. cerevisiae			19468.2	169
S000005524	YOL164W	S. cerevisiae	BDS1	Bacterially Derived Sulfatase	72637.3	646
S000005525	YOL165C	S. cerevisiae	AAD15	Aryl-Alcohol Dehydrogenase	15721.1	143
S000005526	YOL166C	S. cerevisiae			12939.3	112
S000005527	YOR001W	S. cerevisiae	RRP6	Ribosomal RNA Processing	84036.4	733
S000005528	YOR002W	S. cerevisiae	ALG6	Asparagine-Linked Glycosylation	62798.3	544
S000005529	YOR003W	S. cerevisiae	YSP3	Yeast Subtilisin-like Protease III	52069.6	478
S000005530	YOR004W	S. cerevisiae	UTP23	U Three-associated Protein	28828.8	254
S000005531	YOR005C	S. cerevisiae	DNL4	DNA Ligase	108527.8	944
S000005532	YOR006C	S. cerevisiae	TSR3	Twenty S rRNA accumulation	35678.6	313
S000005533	YOR007C	S. cerevisiae	SGT2	Small Glutamine-rich Tetratricopeptide repeat-containing protein	37200.8	346
S000005534	YOR008C	S. cerevisiae	SLG1	Synthetic Lethal with Gap	39253.4	378
S000005535	YOR009W	S. cerevisiae	TIR4	TIp1-Related	47824.2	487
S000005536	YOR010C	S. cerevisiae	TIR2	TIp1-Related	24613.1	251
S000005537	YOR011W	S. cerevisiae	AUS1	ABC protein involved in Uptake of Sterols	157749.2	1394
S000005538	YOR012W	S. cerevisiae			15479.7	137
S000005539	YOR013W	S. cerevisiae	IRC11	Increased Recombination Centers	17883.9	156
S000005540	YOR014W	S. cerevisiae	RTS1	Rox Three Suppressor	85323.6	757
S000005541	YOR015W	S. cerevisiae			13880.7	119
S000005542	YOR016C	S. cerevisiae	ERP4	Emp24p/Erv25p Related Protein	23514.2	207
S000005543	YOR017W	S. cerevisiae	PET127	PETite colonies	93433.9	800
S000005544	YOR018W	S. cerevisiae	ROD1	Resistance to O-Dinitrobenzene	92358.5	837
S000005545	YOR019W	S. cerevisiae			83415.3	730
S000005546	YOR020C	S. cerevisiae	HSP10	Heat Shock Protein	11374.4	106
S000005547	YOR021C	S. cerevisiae	SFM1	Spout Family Methyltransferase 1	24734.6	213
S000005548	YOR022C	S. cerevisiae	DDL1	DDHD Domain-containing Lipase	81769	715
S000005549	YOR023C	S. cerevisiae	AHC1	Ada Histone acetyltransferase complex Component	63887.7	566
S000005550	YOR024W	S. cerevisiae			11882.4	107
S000005551	YOR025W	S. cerevisiae	HST3	Homolog of SIR Two (SIR2)	50540.8	447
S000005552	YOR026W	S. cerevisiae	BUB3	Budding Uninhibited by Benzimidazole	38437	341
S000005553	YOR027W	S. cerevisiae	STI1	STress Inducible	66252.8	589
S000005554	YOR028C	S. cerevisiae	CIN5	Chromosome INstability	32987.8	295
S000005555	YOR029W	S. cerevisiae			12928.4	111
S000005556	YOR030W	S. cerevisiae	DFG16	Defective for Filamentous Growth	71752.4	619
S000005558	YOR032C	S. cerevisiae	HMS1	High-copy Mep Suppressor	48864.7	434
S000005559	YOR033C	S. cerevisiae	EXO1	EXOnuclease	80172.4	702
S000005560	YOR034C	S. cerevisiae	AKR2	AnKyrin Repeat-containing protein	85229.7	749
S000005561	YOR035C	S. cerevisiae	SHE4	Swi5p-dependent HO Expression	89538.6	789
S000005562	YOR036W	S. cerevisiae	PEP12	carboxyPEPtidase Y-deficient	32995.6	288
S000005563	YOR037W	S. cerevisiae	CYC2	CYtochrome C	42386.4	366
S000005564	YOR038C	S. cerevisiae	HIR2	HIstone Regulation	98454	875
S000005565	YOR039W	S. cerevisiae	CKB2	Casein Kinase Beta' subunit	29836.3	258
S000005566	YOR040W	S. cerevisiae	GLO4	GLyOxalase	32339.3	285
S000005567	YOR041C	S. cerevisiae			15180.3	143
S000005568	YOR042W	S. cerevisiae	CUE5	Coupling of Ubiquitin conjugation to ER degradation	46834	411
S000005569	YOR043W	S. cerevisiae	WHI2	WHIskey	55336.6	486
S000005570	YOR044W	S. cerevisiae	IRC23	Increased Recombination Centers	18097.2	157
S000005571	YOR045W	S. cerevisiae	TOM6	Translocase of the Outer Mitochondrial membrane	6407.6	61
S000005572	YOR046C	S. cerevisiae	DBP5	Dead Box Protein	53874.5	482
S000005573	YOR047C	S. cerevisiae	STD1	Suppressor of Tbp Deletion	50268.5	444
