Accession,Gene,RNA.D0025,RNA.D005,RNA.D01,RNA.D015,RNA.D02,RNA.D025,RNA.D03,RNA.D035,RNA.D04,prot.D0025,prot.D005,prot.D01,prot.D015,prot.D02,prot.D025,prot.D03,prot.D035,prot.D04,XIA.cluster
Q06697,CDC73,0.290838207,0.311147654,0.344745838,0.383044966,0.449563739,0.548985594,0.679345104,0.685464011,0.755060698,112.8480386,115.4189475,148.1340726,175.8098082,NA,171.1359407,170.201496,125.6850096,132.3247641,2
Q06698,YLR419W,0.184894479,0.137044598,0.123907429,0.153052856,0.231166399,0.335496096,0.477877489,0.610567838,0.73061964,9.897239875,NA,14.33159845,12.9602369,20.09716591,17.72536936,19.51172451,NA,15.18564384,2
Q06704,IMH1,0.358891132,0.263814743,0.259642409,0.280443694,0.35669429,0.496460286,0.635604806,0.784716065,0.845361309,157.552733,NA,192.6390399,202.8055724,205.2254589,237.2573818,241.2734731,212.0919953,198.2135464,2
Q06705,CSR1,0.458431343,0.446867439,0.481384432,0.473756938,0.489181548,0.506203958,0.69758111,0.626275859,0.771891721,144.8473629,121.1361242,154.4422427,186.8777519,NA,222.1682549,193.9008372,171.8927982,170.4925892,2
Q06706,IKI3,0.33809678,0.257384252,0.249288848,0.295902724,0.393647935,0.473393789,0.603956002,0.799232077,0.982381677,60.04428089,54.48741608,63.1126095,75.23377814,NA,57.20757651,75.33021623,81.34881025,58.07926685,2
Q06708,VAC14,0.183926212,0.195064977,0.195708884,0.200827603,0.244940758,0.302548916,0.385332207,0.454897172,0.537784925,17.73163984,17.75833707,17.18953305,NA,NA,NA,17.30323701,15.9537348,NA,2
Q06709,REH1,0.767164458,0.601096653,0.627357726,0.639106432,0.634366911,0.678174674,0.845283688,0.953948645,1.218182184,128.6315392,124.42105,174.0747818,198.0054123,198.9975376,188.2093367,173.7259904,166.5219964,173.8282006,2
Q06839,YPR097W,0.334137347,0.237020104,0.232120334,0.264090295,0.298442067,0.361870751,0.435464415,0.609988653,0.679773503,NA,NA,12.21260081,NA,NA,NA,NA,NA,NA,2
Q06892,POS5,0.518951161,0.56758121,0.553674333,0.571288968,0.64581514,0.670263773,0.900041308,0.974216802,1.15716642,371.252429,390.1785763,375.6259752,404.5721288,404.3762352,340.9725469,302.7267052,265.5914866,287.7038955,2
Q07362,PBP4,1.425241413,0.727468294,0.610624275,0.661360372,0.70752025,0.944977376,1.408796011,1.352802323,1.672471115,133.9229776,148.9225701,218.914039,282.6292376,331.7686423,368.3034381,362.3374342,357.5328754,353.9221917,2
Q07381,TSR1,0.246326397,0.324376198,0.300105049,0.374655449,0.490587973,0.705545415,0.859376294,1.119665104,1.329999656,49.97121459,50.61327269,59.41633681,71.12133446,84.54749096,87.95846363,93.33862588,83.22491865,91.86603941,2
Q07395,SYO1,0.189012301,0.237235137,0.223843881,0.297334302,0.35139019,0.585393253,0.764533434,0.768826805,0.928886785,NA,NA,NA,NA,NA,NA,56.63496413,NA,NA,2
Q07418,PEX19,1.762797199,0.773351158,0.628953191,0.619371807,0.678791617,0.869911896,1.152572412,1.213082052,1.335557336,107.542594,101.4773562,NA,123.0551575,128.4778233,141.6442104,125.1236342,114.7414613,113.2489773,2
Q07451,YET3,1.391874346,1.591427183,1.318982247,1.308103152,1.070650473,1.17282528,1.210346131,1.469240483,1.522583794,540.1251572,479.7807965,453.0134417,434.5758649,350.336032,290.0322751,232.7991185,168.7874228,160.8239258,1
Q07457,BRE1,0.556495409,0.354601341,0.35200494,0.421951705,0.467621702,0.704848529,0.857701861,1.030015465,1.13765643,60.46354151,86.37660034,64.64992891,83.7602273,89.62891474,90.00999971,78.63391713,76.44928869,52.90191075,2
Q07468,VAM6,0.181282985,0.174964712,0.142838934,0.15189218,0.173044842,0.239955181,0.322648828,0.380841269,0.42331793,1.395266397,NA,NA,NA,NA,NA,NA,NA,NA,2
Q07478,SUB2,0.999269529,1.119348443,1.132488115,1.284744918,1.562376122,2.138426137,2.477507719,3.172775591,3.73971103,1131.964271,1191.22837,1294.848177,1509.328407,1584.300374,1605.715763,1554.223517,1581.139012,1636.858117,2
Q07500,NDE2,1.765698748,1.206451432,0.935516732,0.728014279,0.350864086,0.135205614,0.152984827,0.063410285,0.051373818,189.1828914,223.2851952,203.9547177,NA,NA,NA,NA,NA,NA,1
Q07505,YDL086W,1.116578718,1.322914758,1.042852508,1.059138409,1.167739527,1.316685553,1.504444327,1.524390014,1.587885258,1009.112686,855.1247911,745.6980753,808.9780903,803.0914088,746.0973215,693.6603905,570.9197302,543.2408035,2
Q07527,TRM3,0.180132138,0.174183293,0.165290204,0.209148347,0.274146919,0.363847611,0.481311861,0.595589132,0.747644685,18.92745943,21.80878145,24.35103513,27.22148666,29.52311969,22.98542286,23.69510122,22.52704193,20.81191101,2
Q07528,ATG20,0.501901793,0.36357984,0.323976439,0.310498462,0.288658685,0.325671443,0.366313273,0.457507308,0.451459335,14.79762432,NA,NA,NA,NA,NA,NA,NA,NA,1
Q07532,IWR1,1.533852717,0.637336244,0.587595275,0.550247548,0.548035509,0.614210865,0.782219332,0.924705696,0.977760011,61.4532573,NA,66.3549147,NA,NA,NA,55.5848667,NA,NA,1
Q07541,YDL121C,0.732995203,0.874913739,0.840308342,0.923212397,0.949109771,1.652510301,2.379851789,2.461230561,3.405563448,90.05181417,107.1887642,NA,NA,134.7708841,NA,115.9719029,99.23268056,NA,2
Q07551,YDL124W,3.007913456,3.185280464,2.863653172,2.403133595,1.387899227,0.993014813,1.250479807,1.098557651,1.178916626,2010.105278,2019.576205,1524.618012,1304.33057,847.2151482,534.0724478,468.1076823,320.5066235,276.97476,1
Q07589,YDL144C,0.662234594,0.805147033,0.667474669,0.690943442,0.753782409,0.911170702,1.283325264,1.199202225,1.451443559,304.2605768,288.1835336,224.2313504,237.4149046,253.8424895,NA,206.1741262,183.8486778,157.0031494,2
Q07623,NOP6,0.655448775,0.70569478,0.692426007,0.721271862,0.939694343,1.15340849,1.566916144,1.500924968,1.911610854,76.5944514,85.75115165,125.3647205,152.2105438,187.52678,188.3047464,180.1474937,143.767536,157.172585,2
Q07648,DTD1,0.314729859,0.420152095,0.412658155,0.511759585,0.527478126,0.899741474,1.11752141,1.358915178,1.843273366,272.4781208,278.7713897,340.4328303,416.81274,434.4609448,395.7558953,416.8317213,418.5383166,434.4602321,2
Q07653,HBT1,1.224371282,1.09287947,0.988869751,0.677482592,0.289716746,0.160901336,0.180550097,0.178514534,0.188605098,516.4421872,481.3958765,350.2557728,247.2434733,76.62434108,48.8323944,45.07219266,60.30062301,48.79162356,1
Q07657,SHS1,0.33700077,0.410554332,0.37114823,0.414189653,0.517171938,0.675075444,0.881575817,0.884522628,1.014705656,125.2597299,132.3405698,151.1967757,189.9856862,190.1267977,185.8397249,166.1066046,152.3165386,134.7907047,2
Q07688,YPD1,0.555574717,0.654242015,0.571629442,0.597397859,0.685860816,0.892643303,1.434785599,1.497111337,1.779773662,96.03936109,102.243675,98.80391681,106.406566,118.5372705,106.9548167,122.5587963,109.1163663,94.90718899,2
Q07716,AIM6,0.746236111,0.548697573,0.502074607,0.501084525,0.518678389,0.618176691,0.785563949,0.885026256,0.96550079,120.1532259,112.7338436,110.4790813,103.8072798,115.9886153,99.60790101,94.88075934,77.61197277,51.90053871,2
Q07807,PUF3,0.236934824,0.140740092,0.154482538,0.196470095,0.305383058,0.428095871,0.527720539,0.557679674,0.60142925,49.64157087,46.37093689,81.55894096,91.97761897,133.5133363,157.0107868,168.9931216,160.4248924,152.9155787,2
Q07825,FRA1,0.871733591,0.541902664,0.529743412,0.513096308,0.526220057,0.606632403,0.787200649,0.935622898,1.045831891,98.50404564,90.03484876,85.35134727,87.00669509,94.64644869,79.52500526,77.7275959,69.87147952,72.46986408,2
Q07844,RIX7,0.155610339,0.176339866,0.206864316,0.251970964,0.31312716,0.441809129,0.514796901,0.678590534,0.814368645,43.74956212,43.42220546,53.35718685,NA,NA,67.32538137,64.10430149,NA,NA,2
Q07878,VPS13,0.16547821,0.144659232,0.119908552,0.123189504,0.130404503,0.154390935,0.195821608,0.256554917,0.270423732,18.29230327,17.24957302,20.2085145,14.45937184,NA,16.4089197,NA,6.591557698,NA,2
Q07896,NOC3,0.167636916,0.199504706,0.208493156,0.277187133,0.364605022,0.529215526,0.727636157,0.782485065,0.891560778,NA,NA,35.92870203,NA,33.15530998,NA,39.89075252,NA,NA,2
Q07897,CMS1,0.422946346,0.474094656,0.41961801,0.464653916,0.565685946,0.801820931,1.087765472,0.988499119,1.028967159,147.4207991,130.7771001,135.5858615,144.5083095,168.930214,165.0017028,150.2103684,113.3326413,113.0677849,2
Q07914,PAM18,0.372477057,0.397982702,0.536459801,0.798210701,1.1799938,1.887453223,3.191323491,4.127308907,4.584444855,138.6349833,NA,368.3511046,521.2848312,667.2746398,839.4770957,1013.245269,984.700969,987.120294,2
Q07915,RLP24,0.590790381,0.644130683,0.752680211,1.02347141,1.222551399,1.841971949,2.209626907,2.55070534,3.023517085,213.8680895,252.1446581,339.7881578,398.9268457,502.7676009,571.8430459,587.1488715,594.2252332,670.2619241,2
Q07938,MEU1,0.619850721,0.653860176,0.586226504,0.663986859,0.786940959,1.020413391,1.231161031,1.343557614,1.719495764,255.0885359,261.6319024,455.554971,593.7756227,770.3844534,816.3352143,736.5796373,754.5708879,786.4404109,2
Q07953,SDO1,0.26834405,0.291055908,0.302726731,0.353693744,0.467627073,0.561056728,0.756186806,0.926263581,1.314518186,95.06721956,116.427027,130.5812966,NA,NA,127.549229,136.4730372,NA,147.3023649,2
Q07979,RSC58,0.584760052,0.30501415,0.330247813,0.363708085,0.42603134,0.613517797,0.839704506,0.910590077,0.987922993,NA,56.39539609,62.40751755,69.73762932,81.69628442,84.17558023,82.59269907,NA,78.0885545,2
Q08004,BUD20,0.663809627,0.612799805,0.651873381,0.729479459,0.797339115,1.072910558,1.233830033,1.491106921,2.04103656,32.51249787,NA,NA,NA,NA,151.0912584,NA,NA,NA,2
Q08023,FMP25,0.376985363,0.399632886,0.393878941,0.428513394,0.58899735,0.695351385,0.955606746,1.006477847,1.124129116,NA,NA,NA,NA,NA,NA,22.13884538,NA,NA,2
Q08096,RCL1,0.30634286,0.363734383,0.410210858,0.558924143,0.745035864,1.059622511,1.255166237,1.483964301,1.795948038,49.90549482,63.23852393,92.89702339,126.1052358,153.2774593,157.994874,146.376866,138.4444726,147.8714656,2
Q08162,DIS3,0.215672929,0.281856254,0.310991625,0.372868429,0.490227663,0.647756743,0.798109475,0.95796317,1.175452511,59.04934684,60.81822907,66.39476243,80.14895775,80.31032152,NA,79.29876325,77.56298845,75.55493943,2
Q08179,MDM38,0.73047468,0.72509586,0.825158538,0.96912262,1.245981417,1.645864748,2.344648121,2.408271355,2.634961998,242.3261046,294.0861753,381.432451,436.2742925,456.7125001,457.5828283,466.6810762,412.0057898,425.3958546,2
Q08193,GAS5,0.536453609,0.745031686,0.984707659,1.218478256,1.588339863,1.90086768,2.351693083,2.776349064,3.67738612,71.53180388,95.75685272,161.1074559,202.7807169,223.0762595,242.761131,194.2855141,175.3374122,206.7515459,2
Q08202,OPI10,0.652035619,0.946623201,0.777954793,0.668725455,0.577432208,0.483084551,0.589732172,0.579353701,0.766967865,413.0373675,430.055844,349.9642112,NA,239.9258841,NA,180.0993933,NA,NA,1
Q08208,NOP12,0.335045529,0.480527954,0.476885288,0.615731521,0.689975615,0.971538728,1.197389197,1.392259911,1.624592458,77.70465727,96.98525752,128.052798,163.3382514,190.9004094,206.2330906,202.7115361,193.9790955,210.4898283,2
Q08220,GSH2,0.376413784,0.535947404,0.557302116,0.662085098,0.848546503,1.137463661,1.641680017,1.778071035,2.046140677,213.5478091,235.3571643,264.5550207,308.1028401,310.1683765,300.4053712,293.376046,267.3376458,270.7879746,2
Q08223,AIM39,0.345000933,0.423714242,0.400498761,0.443422122,0.615895174,0.806677597,1.3635392,1.366127458,1.484930209,NA,NA,NA,NA,40.53017897,NA,54.95047778,NA,NA,2
Q08225,YOL057W,0.291045775,0.420764834,0.398766694,0.428828179,0.498973865,0.530136325,0.635441874,0.701345225,0.845171659,141.0118388,147.9257611,158.2447748,164.089404,161.16004,146.5626769,137.7319325,122.4404025,113.1131331,2
Q08229,NBA1,0.529653214,0.409178892,0.370900074,0.397054403,0.443014991,0.628806167,0.889363516,0.869176706,1.052273435,8.727826203,NA,NA,NA,NA,NA,23.16062014,26.94718144,28.84642155,2
Q08230,SDH5,1.468485015,1.331094865,1.203755988,1.169960818,1.078505307,1.31038635,1.952995218,1.930390711,1.990921136,195.5093615,212.741788,256.7154939,290.3477663,311.5035776,304.0608996,325.0794276,285.734603,244.5406715,2
Q08235,BRX1,0.369643305,0.592012177,0.632173517,0.84224567,1.070188992,1.530313959,2.171283196,2.296880699,2.888377009,268.7269631,312.105233,404.0375301,491.3204575,552.4009517,575.6462874,572.0859904,546.3909957,604.3306199,2
Q08245,ZEO1,6.872054391,8.323861217,8.279095081,8.050474376,5.336435955,8.110124997,9.934889602,12.22603018,15.87407759,3394.953219,3645.957698,3675.377244,3863.404369,3894.725023,3686.512022,3719.40293,3130.484344,2931.787824,2
Q08412,CUE5,1.018408978,0.956637797,0.874126358,0.835777047,0.930337981,1.014281716,1.4098921,1.40817494,1.542164994,203.3712631,203.3474834,174.7476904,190.5663195,177.0609666,175.6956764,144.5677158,147.9748058,163.5960336,2
Q08421,ETT1,0.264951657,0.285427904,0.296513042,0.36981469,0.454687482,0.600910889,0.822628026,1.032610678,1.349731156,135.6894359,135.3806327,139.3306561,213.8111022,173.5609091,161.7675922,174.7495189,148.8096862,215.1089757,2
Q08438,VHS3,0.855775879,0.428205541,0.398946037,0.364232935,0.32875195,0.344403919,0.374899261,0.519086744,0.596059952,NA,NA,NA,3.24112407,NA,NA,NA,NA,NA,1
Q08444,NOB1,0.523803631,0.472484409,0.456656866,0.500300812,0.633817879,0.821406509,0.989967793,1.077972039,1.282337086,82.30002825,95.15396913,126.0866834,151.2983396,NA,191.1301574,211.5540284,180.4663099,190.2000208,2
Q08446,SGT1,0.530821629,0.461893515,0.394481826,0.440465177,0.403329203,0.542339953,0.696597379,0.763684688,0.895662861,77.27124013,81.42142437,83.32491822,94.4833801,100.7595305,97.22845505,92.53759635,81.07059342,NA,2
Q08448,YOR059C,0.638828902,0.4432349,0.398362433,0.404927304,0.354094667,0.430196157,0.606623259,0.696019082,0.723496005,11.34099302,NA,NA,NA,NA,NA,NA,NA,NA,2
Q08601,MCA1,0.599640176,0.573914102,0.657153016,0.68908963,0.83723189,1.015155356,1.359162898,1.442896373,1.870734386,307.263145,325.2446533,406.0064787,502.8092016,505.8162973,493.5794889,462.1265212,463.5387359,482.2651415,2
Q08641,ABP140,0.235493994,0.264132781,0.346600838,0.402203149,0.523003447,0.670139052,1.03522564,1.062814192,1.081320214,99.43913153,98.37565905,130.064088,145.7449225,170.094441,163.868936,150.3711814,147.2624978,149.4290884,2
Q08645,MET7,0.267934649,0.334996877,0.342110088,0.42189409,0.487365493,0.684060518,0.92745725,1.074782676,1.205334893,114.2468707,120.8474271,148.7313877,159.5582366,175.1160796,165.2320928,163.4851689,150.6979736,172.2206911,2
Q08647,PUS7,0.18613146,0.254272358,0.291489582,0.374285187,0.482076581,0.72314624,0.87655375,1.062448754,1.264692052,65.21479793,73.50350834,91.75546221,112.5892168,124.9910261,133.3943282,129.0326543,122.4671512,136.3392166,2
Q08685,CLP1,0.230623816,0.269373265,0.231296836,0.248565621,0.269304101,0.340969004,0.431000407,0.450549318,0.504750211,87.99833727,78.40127921,NA,NA,NA,90.15977782,NA,NA,NA,2
Q08686,TUM1,0.680177764,0.836396648,0.666230148,0.653616943,0.661942857,0.747935183,0.848153531,0.932169794,1.102020396,180.8271348,166.9452226,169.6806817,173.265524,164.6967465,167.3232064,147.4111351,136.1309747,144.0270297,2
Q08687,TMA16,0.575516283,0.512429612,0.563052632,0.657921001,0.788268353,0.990232822,1.264422775,1.186186046,1.529246057,NA,NA,NA,93.87047337,112.0926311,138.9582448,132.2992072,126.1884806,125.1526449,2
Q08689,NAT5,0.362507167,0.477672376,0.49140934,0.5570667,0.556435265,0.758744294,1.047200907,1.127870799,1.727436455,64.48059017,58.88208142,86.2993946,107.5144249,NA,113.0837931,97.594149,101.1341775,NA,2
Q08723,RPN8,2.062823627,1.442449259,1.396944028,1.404559262,1.28789364,1.630113176,1.956496884,2.298415382,3.093409124,716.4222784,721.2153534,742.4395758,846.1654138,845.311181,762.3059453,726.5195473,589.2144111,589.4798057,2
Q08732,HRK1,0.525314622,0.47166607,0.524104479,0.485519911,0.516554748,0.605017092,0.753682379,1.306211514,1.195486149,NA,NA,71.0992285,82.03007802,71.60033777,73.95609874,75.60159278,85.35130403,80.88382645,2
Q08742,RDL2,0.887068495,0.845329008,0.935794158,1.124398334,1.686790069,2.406237942,3.28807713,4.557829353,5.358961234,583.0745105,617.1092234,793.5262636,1048.736986,1247.020679,1436.965562,1645.987351,1684.917126,1628.372208,2
Q08746,RRS1,0.780055969,0.680278893,0.653918022,0.727885946,0.790043751,0.97423707,1.226760967,1.188510368,1.48846823,64.74859725,74.4169077,100.0565913,94.11161084,145.317004,162.5959293,132.6513709,139.7049506,149.0152067,2
Q08773,ISW2,0.337883773,0.199356137,0.194763603,0.209877906,0.264202343,0.3298072,0.421332436,0.569964768,0.623375285,NA,NA,7.711376842,NA,NA,NA,14.20914402,NA,NA,2
Q08816,YOR352W,0.538055545,0.343748598,0.318624418,0.28999382,0.307009816,0.35723483,0.462219788,0.491185809,0.534065528,50.10817874,51.48815746,50.88526966,53.21776856,50.53667593,45.44633851,NA,NA,NA,2
Q08817,SOG2,0.27825434,0.196953589,0.188676686,0.206250135,0.254182312,0.352868018,0.471319158,0.593031485,0.682192349,NA,NA,3.360201471,NA,NA,NA,NA,NA,NA,2
Q08818,MSC6,0.414376767,0.327328383,0.417468542,0.560609454,0.831973092,1.239807325,2.028805947,2.548399678,2.796451124,67.72749021,83.99939925,114.8428762,155.2915516,175.282103,186.7785514,233.2931938,221.9910175,217.8531712,2
Q08822,CIR2,0.661989523,0.802564273,0.813850157,0.916703438,1.364650572,1.748957606,2.117939986,2.019956266,2.035938744,270.9859358,326.4821369,372.3310906,444.5175653,519.4899743,570.8060265,495.7148813,424.311722,386.0168148,2
Q08826,SNX3,0.762434923,0.661635134,0.60968336,0.653555878,0.631563428,0.868813224,1.102443501,1.342198362,1.577339668,1152.386863,189.9179146,219.2467294,457.3961043,283.2343146,272.4448824,389.7322299,272.8829659,443.4369109,2
Q08911,FDH1,1.875980126,3.438365105,1.715139803,1.055753138,0.78640958,0.736195797,0.655213498,0.106403462,0.116251686,2618.505866,3157.225833,1454.349637,1093.27045,778.5693058,485.2215091,184.0848226,339.2659302,223.9860626,1
Q08920,CBC2,0.676494099,0.754906221,0.731846236,0.812082072,0.953425869,1.167218703,1.514924615,1.729675917,2.034806379,521.8326741,582.1874091,583.7078847,688.633527,826.1748977,739.3005764,725.9776562,626.6136688,626.3272285,2
Q08924,RTT10,0.164987346,0.158766229,0.191730032,0.25601603,0.337973816,0.492883836,0.644773638,0.893463284,1.092878907,NA,NA,50.84244492,NA,NA,NA,NA,NA,NA,2
Q08925,MRN1,0.503934334,0.352998501,0.331034242,0.352128706,0.403529782,0.488124089,0.663983838,0.78896322,0.90875636,106.5397626,114.3641546,164.9465349,NA,NA,NA,NA,NA,NA,2
Q08926,UIP4,2.222403635,2.86435406,2.17152883,1.553932433,0.63887781,0.332320011,0.40996003,0.282196325,0.238912831,281.429245,234.3322759,182.8119415,142.7607137,NA,NA,NA,NA,NA,1
Q08951,APL5,0.320333297,0.276227981,0.272571904,0.318337181,0.350056242,0.458615833,0.595128208,0.751498482,0.854819019,26.39099184,25.10311787,35.80966669,30.8364601,NA,30.71737057,31.9529933,NA,NA,2
Q08954,YPL199C,0.810279587,0.45440084,0.474345612,0.565297077,0.740290769,0.993242147,1.316293278,1.416544385,1.846112639,NA,92.67772073,154.08818,202.6974212,218.5138988,219.1806731,255.1418733,231.8013599,252.8469594,2
Q08960,TYW1,0.345359488,0.392643179,0.480508227,0.574294437,0.777122478,1.052575,1.500536489,1.935659561,2.398188754,NA,NA,51.63364321,71.72669071,78.11984101,94.1468737,86.77010187,87.84979795,89.38947714,2
Q08962,NIP7,0.422350753,0.541327087,0.602057633,0.835226581,1.078540465,1.507083361,1.669377337,2.165063429,2.672605683,254.0810559,290.774583,372.3538766,479.3788763,530.8036893,594.3358331,593.1986934,592.8325226,599.8713611,2
Q08965,BMS1,0.267669846,0.203618417,0.247501157,0.303976724,0.434826188,0.603693887,0.741353622,1.03931301,1.247482459,45.08969454,53.46748211,72.0057044,92.63949561,109.5785811,122.5135366,125.7081325,133.1212197,148.640452,2
Q08968,FMP40,1.269816272,1.077064368,0.698045543,0.504268645,0.310984743,0.244149008,0.289928473,0.295705522,0.262936675,35.39195779,42.02690444,NA,NA,NA,NA,NA,NA,NA,1
